scene	Nc	Hc	full_histogram
XcA2TqTSSAj_region29	4	1.8795669919602571	"[10493.  8892.     0.     0.     0.     0.     0.     0.  3945.     0.
     0.     0.     0.  4444.     0.     0.     0.     0.     0.     0.
     0.]"
XcA2TqTSSAj_region5	6	2.2731699423223515	"[38093. 36847.     0. 12598.     0.     0.     0. 12971.     0.     0.
  2672.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 21952.]"
ZMojNkEp431_region11	5	2.2192286395768503	"[18848. 23544.     0.     0. 34034.     0.  9841.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 28808.]"
XcA2TqTSSAj_region7	8	2.608238837607409	"[24233. 20609.     0.     0.  9274.     0.   805.     0.     0.     0.
  1887. 15523.     0.  6904.     0.     0.     0.     0.     0.     0.
 12904.]"
XcA2TqTSSAj_region31	5	1.8430483742433588	"[20488. 24307.     0.     0.  4582.     0.  4469.     0.     0.     0.
     0.  2614.     0.     0.     0.     0.     0.     0.     0.     0.
     0.]"
ZMojNkEp431_region0	10	2.5417639772701133	"[56876. 21068.  6181.     0.     0.     0.     0. 11966. 10160.     0.
  1261.  5728.     0.     0.     0.     0.     0.   614.     0.  2784.
 27480.]"
XcA2TqTSSAj_region8	7	2.4243330081505805	"[52255. 33518.     0. 15865.  6137.     0.     0. 10663.  6955.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 16013.]"
YmJkqBEsHnH_region1	7	2.206684544896333	"[32949.     0.     0.     0.  5249.     0. 26381.   911.  7933.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  2770.
 34962.]"
ZMojNkEp431_region5	6	2.0378039006873423	"[40910. 14260.     0.     0.     0.     0.     0. 19825.     0.     0.
   608.     0.     0.     0.     0.     0.     0.     0.     0.  2751.
 16080.]"
ZMojNkEp431_region12	3	1.2369664068179447	"[ 6226.     0.     0.     0.     0.     0.     0.     0.     0. 27747.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  7240.]"
ZMojNkEp431_region17	3	0.8403185376185387	"[36453.  2891.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  4925.]"
ZMojNkEp431_region8	6	1.8425272509228363	"[26420.  3528.     0.     0.     0.     0.     0.     0.   214.  3817.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  3883.
 10026.]"
ZMojNkEp431_region1	10	2.7695095005396224	"[50420. 20524.     0.     0.  5514.  6433.  5187.  5842.  5913. 46364.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  7976.
 21951.]"
ZMojNkEp431_region14	9	2.6976923961711368	"[55618. 19985.     0.     0. 23398.     0.     0.  6301.  9176.  5511.
     0.     0. 14777.     0.     0.     0.     0.     0.     0.  2196.
 31428.]"
aayBHfsNo7d_region1	10	2.9338176389866977	"[48402. 16019.     0. 12066.  5483.     0.     0.  9172.  1718.     0.
 11393.     0.     0. 30340.     0.     0.     0.     0.     0. 12651.
 24130.]"
aayBHfsNo7d_region12	5	1.906434001838973	"[40880. 34668.     0.     0. 11586.     0.     0.     0.     0.     0.
  1182.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 17158.]"
ZMojNkEp431_region10	8	2.131291696622593	"[62349. 12991.     0.     0.  7611.     0.     0.     0.     0. 14256.
   610.   308.     0.     0.     0.     0.     0.     0.     0.  4827.
 24772.]"
ZMojNkEp431_region15	9	2.7760597204859825	"[43781. 18706.     0.     0. 10092.     0.  9161. 28093.  6762.  5370.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  4443.
 33466.]"
ZMojNkEp431_region2	4	1.146994874623446	"[38261.  5154.     0.     0.     0.     0.     0.  1642.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  5455.]"
aayBHfsNo7d_region15	7	2.537484212762143	"[33967. 35217.  6294.     0.  8328.     0.     0. 20385.     0.     0.
  7301.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 26378.]"
ZMojNkEp431_region13	6	2.0893375686620015	"[42841. 13022.     0.  7375.  7192.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  2529.
 14676.]"
ZMojNkEp431_region7	8	2.3708401799083427	"[54844. 11800.     0.     0.  5709.     0.     0.     0.   654. 25507.
     0.     0.  3327.     0.     0.     0.     0.     0.     0. 10415.
 23866.]"
aayBHfsNo7d_region11	5	1.9397640044699536	"[19213. 28444.     0.     0.     0.     0.     0.  4688.     0.     0.
  2194.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 23024.]"
ZMojNkEp431_region4	3	0.9334640000185903	"[48017.  6714.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  5612.]"
aayBHfsNo7d_region0	9	2.5366439701363994	"[33367. 26700.     0. 10789.     0.     0.   507.  6061.     0.     0.
  2451.     0.     0. 43980.     0.     0.     0.     0.     0.  2790.
 38507.]"
ZMojNkEp431_region3	8	2.5223239777385684	"[53755. 24150.     0.     0. 17515.     0.  5973.  3860. 22328.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  1833.
 23298.]"
aayBHfsNo7d_region2	10	2.7744825830849518	"[61653. 19731.     0. 14761.  8107.     0.     0. 22235.  5616.     0.
  4479.     0.  1800.     0.     0.     0.     0.     0.     0.  9123.
 25903.]"
aayBHfsNo7d_region16	11	3.064878809799791	"[23321. 28378.  6445.     0. 16479. 10877. 12004.  3396.  5796.     0.
  9487.     0.     0.     0.     0.     0.     0.     0.     0.  1673.
 36080.]"
ZMojNkEp431_region6	8	2.2974580279909143	"[64459. 27790.     0.     0.  9210.     0. 12821.  2186.  7341.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  1483.
 49594.]"
aayBHfsNo7d_region13	8	2.521146906217684	"[26031.  8563.     0.     0.     0.     0.  6062. 14370.     0.     0.
     0.     0.     0.     0.     0.     0.  3509.  2348.     0.  1397.
  7808.]"
aayBHfsNo7d_region10	10	2.1278883403688904	"[77980. 22084.  4083.     0.     0.     0.     0.  7976.   931.     0.
     0.  3107.     0.     0.     0.     0.   604.  1231.  5669.     0.
 24306.]"
ZMojNkEp431_region9	6	2.2674963746706247	"[57213. 26575.     0.     0. 15570.     0.  9515.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0. 10113.
 48226.]"
aayBHfsNo7d_region20	5	1.7427494476456646	"[51925. 16569.     0.     0.     0.     0.     0.     0. 15269.     0.
  1374.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  8427.]"
aayBHfsNo7d_region8	8	2.6235161102167472	"[20304. 33816.     0.     0. 12796.  5944.  2617. 12536.  3342.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 12144.]"
aayBHfsNo7d_region9	6	2.3845358714582674	"[21371. 19240.  7480.     0.     0.     0.     0.  9796.     0.     0.
  3416.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 16336.]"
aayBHfsNo7d_region14	9	2.0650213005022424	"[59353. 13575.  1705.     0.     0.     0.     0. 12800.  3220.     0.
     0.   919.     0.     0.     0.     0.  3335.   489.     0.     0.
 11966.]"
aayBHfsNo7d_region6	8	2.6023801783877625	"[24666.  7280.     0.     0.     0.     0.     0. 11045.   951.     0.
     0.     0.     0.     0.     0.     0.  5110.  4338.  5437.     0.
  9027.]"
aayBHfsNo7d_region19	7	2.3781765243715274	"[24285. 21260. 37344.     0.     0.     0.     0.  2496.     0.     0.
     0.  8116.     0.     0.     0.     0.     0.  3427.     0.     0.
 37991.]"
ac26ZMwG7aT_region1	10	3.0484593495283425	"[39748. 11069.     0.  9214.     0.  7270.     0. 10059. 11058.     0.
  6897.     0.     0. 18096.     0.     0.     0.     0.     0.  5980.
 16617.]"
aayBHfsNo7d_region17	8	2.4798254594989433	"[30966. 29106.     0.     0.  6217.  7756.     0.  1849.     0.     0.
  3814.     0.     0.     0.     0.     0.     0.     0.     0.  5093.
 11410.]"
aayBHfsNo7d_region3	4	1.8237639481581667	"[16200.  5398.     0.     0.     0.     0.     0. 14871.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  5444.]"
aayBHfsNo7d_region4	11	2.475992166148468	"[62709. 18091.  3102.     0.     0.     0.     0. 10974.  3823.     0.
  2561.  2734.     0.     0.     0.     0.  2492.  3319.     0.  3190.
 18662.]"
aayBHfsNo7d_region18	11	2.760755094546076	"[30836. 18135. 11658.     0.  2736.     0.  1473.   742.     0.     0.
  1824.     0.  5444. 23233.     0.     0.     0.     0.     0.  1472.
 25960.]"
aayBHfsNo7d_region7	5	2.0307005982354465	"[ 5451. 19462. 30119.     0.     0.     0.     0.  5184.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 13530.]"
ac26ZMwG7aT_region13	11	2.447489403977608	"[17141. 10630.     0.     0.  5433.     0.  5213.  5073.  5055. 70216.
   338.     0.     0.  3260.     0.     0.     0.     0.     0.  1133.
 25927.]"
aayBHfsNo7d_region5	8	2.627566143985262	"[12853.  7927.  9183.     0.     0.     0.     0. 16258.     0.     0.
     0.  1895.     0.     0.     0.     0.     0.   460.     0. 19371.
  6631.]"
ac26ZMwG7aT_region14	10	2.9887011844054494	"[39937.  6682.     0.     0.     0. 18576.  3731.  9707. 14271.     0.
  3113.     0.     0. 19120.     0.     0.     0.     0.     0. 10515.
 20459.]"
ac26ZMwG7aT_region11	10	2.057087531482431	"[39569.  3756.  2446.     0.     0.     0.     0. 35700.     0.     0.
  1206.   699.     0.     0.     0.     0.  1945.  1848.     0.  1169.
  5443.]"
ac26ZMwG7aT_region0	8	2.0828083725046596	"[40922. 21729.     0.     0.  3876.     0.     0.  5609.   809.     0.
   660.     0.     0.     0.     0.     0.     0.     0.     0.   750.
 23867.]"
ac26ZMwG7aT_region12	9	2.4283352082093286	"[61997. 15144.     0. 12934.     0.     0.  4852.  3507. 11224.     0.
  2817.     0.     0.     0.     0.     0.     0.     0.     0.  4401.
 47127.]"
ac26ZMwG7aT_region19	3	1.2695582430578043	"[33860.  7798.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  9988.]"
ac26ZMwG7aT_region17	7	2.121015712890842	"[57903. 13285.     0.     0.     0.     0.     0.  9630.  2243.     0.
   607.     0.     0.     0.     0.     0.     0.     0.     0. 30149.
 14358.]"
ac26ZMwG7aT_region10	10	2.6332842724830092	"[27107. 16780.     0.     0.  6672. 13491.  4825.  5779.  9554.     0.
   725.     0.     0.     0.     0.     0.     0.     0.     0.  6126.
 62062.]"
ac26ZMwG7aT_region23	8	2.4357474875860037	"[49885. 17117.     0.     0. 13560.     0.  1815. 27064.  2848.     0.
  3684.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 38710.]"
ac26ZMwG7aT_region16	8	2.0050731005416242	"[61691.  6520.  4479.     0.     0.     0.     0. 18563.  3745.     0.
   520.     0.     0.     0.     0.     0.  6430.     0.     0.     0.
  5633.]"
ac26ZMwG7aT_region20	6	1.9656484474669937	"[57518. 15862.     0.     0.     0.     0.     0. 17716.  7482.     0.
   203.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 14331.]"
ac26ZMwG7aT_region22	11	2.3764410283551842	"[75555.  7808.  4370.     0.     0.     0.     0. 26903.  7952.     0.
   867.  1850.     0.     0.     0.     0.  3756.   656. 11398.     0.
 11396.]"
ac26ZMwG7aT_region25	10	2.827722001030821	"[51674. 13085.     0. 11243.  7319.     0.     0.  8165.  6092.     0.
  8524.     0.     0. 14616.     0.     0.     0.     0.     0.  1438.
 14642.]"
ac26ZMwG7aT_region15	6	1.686453727592796	"[57901.  6215.     0.     0.     0.     0.     0. 20295.  2348.     0.
     0.     0.     0.     0.     0.     0.  3946.     0.     0.     0.
  4074.]"
ac26ZMwG7aT_region2	12	2.500670709050045	"[77198. 14700. 10830.     0.     0.     0.     0. 25866.  5934.     0.
  1151.  2058.     0.     0.     0.     0.  2326.   615.  8324.   940.
 16339.]"
ac26ZMwG7aT_region24	6	2.185912864799323	"[69368. 27827.     0.     0.     0.     0.     0. 10553. 14867.     0.
  6603.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 30615.]"
ac26ZMwG7aT_region21	9	2.846664989908103	"[52350. 14771.     0. 15549.     0.     0.     0. 15562. 12872.     0.
  2806.     0.     0. 14079.     0.     0.     0.     0.     0. 10746.
 17758.]"
ac26ZMwG7aT_region6	9	2.594191100503023	"[46372.  9695. 14498.     0.     0.     0.     0. 11925.  8936.     0.
  1790.  5344.     0.     0.     0.     0.     0.  1752.     0.     0.
 12814.]"
ac26ZMwG7aT_region8	9	2.707916426769158	"[42632. 20675.     0.     0. 26076.     0. 14067.  7893.  7150.     0.
  3511.     0.     0.     0.     0.     0.     0.   487.     0.     0.
 19732.]"
ac26ZMwG7aT_region18	9	2.6399060393415983	"[33608.  8971. 16229.     0.     0.     0.     0.     0.  6940.     0.
   723.  5610.     0.     0.     0.     0.     0.  1090. 10146.     0.
 22793.]"
ac26ZMwG7aT_region4	7	2.3532619169565647	"[44329. 11566.  9486.     0.     0.     0.     0. 10307.  3582.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  5462.
 14663.]"
ac26ZMwG7aT_region28	11	3.0566029781957695	"[40090. 15699.     0. 11186. 13395.     0.  1243.  7775. 21248.     0.
  5543.     0.     0. 26543.     0.     0.     0.     0.     0.  2265.
 15588.]"
b8cTxDM8gDG_region12	5	2.18213246463192	"[ 4458.  6004.     0.     0.  3865.     0.     0.  7165.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 12721.]"
ac26ZMwG7aT_region26	9	2.3191904983886378	"[61706.  7304. 13499.     0.     0.     0.     0.  8746.  3145.     0.
     0.  2014.     0.     0.     0.     0.     0.  1209.     0. 11181.
 12138.]"
ac26ZMwG7aT_region29	10	2.8171882197546756	"[41621. 13762.     0.     0.  7321. 14396.  1717.  4468. 16171.     0.
  2162.     0.     0.     0.     0.     0.     0.     0.     0.  5599.
 15836.]"
ac26ZMwG7aT_region27	11	2.3703874581844118	"[83047. 14769.  6866.     0.     0.     0.     0. 17430.  8270.     0.
  1830.  4349.     0.     0.     0.     0.  3350.   935.     0.  2261.
 15707.]"
b8cTxDM8gDG_region14	13	3.0758589195564894	"[41086. 11141.  9122.     0.     0.     0.     0. 23064.  3479.     0.
     0.  5620.     0.  4414.     0.  6205.  2921.  1660.  9559.   514.
 16876.]"
b8cTxDM8gDG_region11	8	2.547739173343337	"[32994. 19313.  3336.     0.     0.     0.     0.  9784.     0.     0.
  2106.  2399.     0.     0.     0.     0.     0.     0. 20300.     0.
 15852.]"
ac26ZMwG7aT_region5	8	2.2084518396996504	"[58960. 19047.     0.     0.  6648.     0.     0. 17897.  1546.     0.
   504.     0.     0.     0.     0.     0.     0.     0.     0.  4139.
 16413.]"
b8cTxDM8gDG_region16	8	2.548057771532548	"[34107.  7571.     0.     0.     0.     0.     0. 17131.  2303.     0.
     0.     0.     0.     0.     0.  9538.     0.  1670.  8928.     0.
 11397.]"
ac26ZMwG7aT_region3	6	2.464521628008509	"[22427.  6716. 22115.     0.     0.     0.     0. 14260.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  9989.
 11661.]"
ac26ZMwG7aT_region9	9	2.5442624588802656	"[20745. 24559.     0.     0.  7355.  3447.  2848.  8655.  8014.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  2335.
 48493.]"
b8cTxDM8gDG_region10	12	2.7796499671910824	"[44340. 35781.     0.  9048.  4335.  7565.   545.  1348.  7332.     0.
   646.     0.     0.  7523.     0.     0.     0.     0.     0.  9784.
 41962.]"
b8cTxDM8gDG_region1	10	2.6484221455117356	"[51769. 13860.     0. 24496.     0.     0.     0. 14349.  1565.     0.
  2747.     0.     0. 12333.     0.     0.     0.  1527.     0.  2137.
 17245.]"
b8cTxDM8gDG_region2	3	1.3272568563812883	"[33742. 19049.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  6141.]"
b8cTxDM8gDG_region22	9	2.7371267799698917	"[16322. 26540.  1736.  4851.  9862.     0.     0.     0. 20979.     0.
  1543.     0.  4862.     0.     0.     0.     0.     0.     0.     0.
 19680.]"
b8cTxDM8gDG_region20	7	2.3406667284813247	"[25789. 10554.     0.     0.     0.     0.  1667.  7526.  4811.     0.
  1957.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 12135.]"
ac26ZMwG7aT_region30	7	2.1477171450385386	"[60793. 20819.     0.     0.     0.     0.  1740. 20568.  6354.     0.
  2199.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 18524.]"
b8cTxDM8gDG_region0	5	1.5547159575334817	"[60551. 24359.     0.     0.  2957.     0.     0.  7458.  4134.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.]"
ac26ZMwG7aT_region7	12	2.8845573999104497	"[28834. 21218. 37518.     0. 15997.     0.     0.  2391.  6993.     0.
   757.  4265.  3330.     0.  2668.     0.     0.   823.     0.     0.
 25761.]"
b8cTxDM8gDG_region15	7	2.34743357911025	"[69803. 18963.     0. 26533.     0.     0.     0. 19304. 10696.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  1175.
 22576.]"
b8cTxDM8gDG_region13	6	2.078478273143769	"[24928.  9147.     0.     0.     0.     0.     0.  6639.  1999.     0.
  1277.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 10596.]"
b8cTxDM8gDG_region6	9	2.7854009122616503	"[25512. 29516.     0.     0. 12249. 11553.     0.  2190.     0.     0.
  5354.     0.     0.  4467.     0.     0.     0.     0.     0.  6105.
 24793.]"
b8cTxDM8gDG_region18	6	1.9269804163164483	"[ 8011. 23930.     0.     0.  9755.     0.     0.  1593.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.  2322.
 42506.]"
b8cTxDM8gDG_region19	8	2.725875532809508	"[23474. 10333.     0.     0.     0. 17417.     0.  9076.  5666.     0.
     0.     0.     0. 31592.     0.     0.     0.     0.     0.  4294.
 28264.]"
b8cTxDM8gDG_region7	6	1.9824336278293981	"[    0. 18087.     0.     0.  2554.     0.   242.  2378.  6814.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 13009.]"
b8cTxDM8gDG_region17	6	1.8809805569779874	"[50376. 14665.     0.     0.     0.     0.     0.  9280.  2510.     0.
  2178.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 11266.]"
b8cTxDM8gDG_region21	4	1.6671428682532194	"[21814. 15683.     0.     0.     0.     0.     0.     0.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0. 15649.
   961.]"
cV4RVeZvu5T_region13	4	0.6028339289800326	"[29673.   788.     0.     0.     0.     0.     0.  1404.     0.     0.
   949.     0.     0.     0.     0.     0.     0.     0.     0.     0.
     0.]"
cV4RVeZvu5T_region3	4	1.537029509260972	"[30749.  3998.     0.     0.     0.     0.     0. 13525.     0.     0.
     0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  4363.]"
